video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
RLAjElvfOg4,【Getting Over It】さ～て今年の締めくくりは～？【にじさんじ/山神カルタ】,2020-12-31,3970,1h 6m 10s,2471,455,0.6224181360201512,302,12,12,41,88,0,0
oD199ZYf-wk,【雑談】リモート雑談【にじさんじ/山神カルタ】,2020-12-29,7087,1h 58m 7s,4002,434,0.5646959221109072,281,15,15,31,92,0,0
9WRZZvWIUjE,【Minecraft】握る覚悟がお前にはあるか？【にじさんじ/山神カルタ】,2020-12-28,4356,1h 12m 36s,2657,367,0.6099632690541782,233,9,13,31,81,0,0
EMBXuOdK-Vc,【お歌】そして俺とお前ってワケ【にじさんじ/山神カルタ】,2020-12-26,7948,2h 12m 28s,2499,264,0.31441872169099144,152,10,12,26,64,0,0
NwoolvOYrTo,【雑談】最近濃かったのでソーダで割って飲む【にじさんじ/山神カルタ】,2020-12-20,3263,0h 54m 23s,2514,345,0.7704566349984676,197,12,12,32,92,0,0
VIPI8c18ASo,【#マリカにじさんじ杯】Dリーグ予選！！！【にじさんじ/山神カルタ】,2020-12-19,4286,1h 11m 26s,2225,513,0.5191320578628091,369,8,7,38,91,0,0
LI12F0th0e0,【マリオカート8DX】ウチらしか勝たんo( T ·̫ T )o🌟【にじさんじ/山神カルタ】,2020-12-18,5265,1h 27m 45s,1338,184,0.25413105413105413,98,8,6,11,61,0,0
bkna6dgj5lQ,【マリオカート8DX】ドレスでぶち飛ばす🚗【にじさんじ/山神カルタ】,2020-12-17,8257,2h 17m 37s,2911,293,0.3525493520649146,179,8,7,24,75,0,0
_WjaHTvabzo,【マリオカート8DX】対人対人対人～！【にじさんじ/山神カルタ】,2020-12-16,6853,1h 54m 13s,3481,378,0.5079527214358674,243,17,9,18,91,0,0
77j5FaUOglk,【マリオカート8DX】コース覚えるの巻【にじさんじ/山神カルタ】,2020-12-14,10380,2h 53m 0s,4247,413,0.40915221579961464,282,14,8,12,97,0,0
WScde3P1UCg,【マリオカート8DX】Meに似てるMiiってね～【にじさんじ/山神カルタ】,2020-12-13,5758,1h 35m 58s,3476,429,0.6036818339701285,297,15,10,13,94,0,0
IOiTXTbeSXw,【雑談】お風呂上りはコンタクトが取れそうになりがち【にじさんじ/山神カルタ】,2020-12-13,5406,1h 30m 6s,5829,479,1.0782463928967814,308,16,15,20,120,0,0
94kd6vmMiKI,【マリオカート8DX】ショートカットの女の子が好きなのかもしれない【にじさんじ/山神カルタ】,2020-12-11,6513,1h 48m 33s,4112,462,0.6313526792568709,367,10,8,7,70,0,0
1ueK0V2H4FI,【マリオカート8DX】マリオカートの練習withまぴ【にじさんじ/山神カルタ】,2020-12-08,5753,1h 35m 53s,2314,242,0.40222492612549976,166,9,3,5,59,0,0
mpmjhdsvCR0,【マリオカート8DX】過去を越える少女【にじさんじ/山神カルタ】,2020-12-07,5307,1h 28m 27s,4878,395,0.9191633691351045,263,11,10,14,97,0,0
SD_TAsguT2o,【マリオカート8DX】猪突猛進【にじさんじ/山神カルタ】,2020-12-06,7411,2h 3m 31s,5921,463,0.7989475104574282,321,12,8,11,111,0,0
cKFSDHDvXoA,【おうた】週末カラオケ行きたくなりがち【にじさんじ/山神カルタ】,2020-12-05,5239,1h 27m 19s,3584,269,0.6841000190876121,139,14,9,11,96,0,0
PoYHaJjOHK8,【雑談】木曜から夜更かし【にじさんじ/山神カルタ】,2020-12-04,5083,1h 24m 43s,7529,479,1.4812118827464096,318,14,12,18,117,0,0
dssSbomaFd4,【Minecraft】壁にサカナ泳いでるおしゃれな家ほしい【にじさんじ/山神カルタ】,2020-12-01,5125,1h 25m 25s,3459,350,0.6749268292682927,267,10,4,6,63,0,0
