channel_id,channel_title,video_id,title,date,duration,continuation
UCvmppcdYf4HOv-tFQhHHJMA,《にじさんじ所属の女神》モイラ,0VVY7HNK6jY,Moimoi Radio 第37もい,2021-01-08,3677,op2w0wR0GmxDamdhRFFvTE1GWldXVGRJVGtzMmFsa3FKd29ZVlVOMmJYQndZMlJaWmpSSVQzWXRkRVpSYUVoSVNrMUJFZ3N3VmxaWk4waE9TelpxV1JvVDZxamR1UUVOQ2dzd1ZsWlpOMGhPU3pacVdTQUJAAXICCAQ%3D
UCvmppcdYf4HOv-tFQhHHJMA,《にじさんじ所属の女神》モイラ,YvVMXLS12aQ,モイっと！🐶まほすずラジオ🎀#111🐈～覚えている限り一番古い記憶～【にじさんじ/鈴谷アキ・勇気ちひろ・モイラ】,2020-12-27,3793,op2w0wR0GmxDamdhRFFvTFdYWldUVmhNVXpFeVlWRXFKd29ZVlVOMmJYQndZMlJaWmpSSVQzWXRkRVpSYUVoSVNrMUJFZ3RaZGxaTldFeFRNVEpoVVJvVDZxamR1UUVOQ2d0WmRsWk5XRXhUTVRKaFVTQUJAAXICCAQ%3D
UCvmppcdYf4HOv-tFQhHHJMA,《にじさんじ所属の女神》モイラ,zWYgrykpjBw,食すバイノーラル,2020-12-24,7721,op2w0wR0GmxDamdhRFFvTGVsZFpaM0o1YTNCcVFuY3FKd29ZVlVOMmJYQndZMlJaWmpSSVQzWXRkRVpSYUVoSVNrMUJFZ3Q2VjFsbmNubHJjR3BDZHhvVDZxamR1UUVOQ2d0NlYxbG5jbmxyY0dwQ2R5QUJAAXICCAQ%3D
UCvmppcdYf4HOv-tFQhHHJMA,《にじさんじ所属の女神》モイラ,z0qqr_hkS9A,oh女神【20201220】,2020-12-20,3804,op2w0wR0GmxDamdhRFFvTGVqQnhjWEpmYUd0VE9VRXFKd29ZVlVOMmJYQndZMlJaWmpSSVQzWXRkRVpSYUVoSVNrMUJFZ3Q2TUhGeGNsOW9hMU01UVJvVDZxamR1UUVOQ2d0Nk1IRnhjbDlvYTFNNVFTQUJAAXICCAQ%3D
UCvmppcdYf4HOv-tFQhHHJMA,《にじさんじ所属の女神》モイラ,wlmPDPFzk-g,tadano女神【20201211】,2020-12-11,5047,op2w0wR0GmxDamdhRFFvTGQyeHRVRVJRUm5wckxXY3FKd29ZVlVOMmJYQndZMlJaWmpSSVQzWXRkRVpSYUVoSVNrMUJFZ3QzYkcxUVJGQkdlbXN0WnhvVDZxamR1UUVOQ2d0M2JHMVFSRkJHZW1zdFp5QUJAAXICCAQ%3D
UCvmppcdYf4HOv-tFQhHHJMA,《にじさんじ所属の女神》モイラ,hGRZ4OW91j0,目的のないマイクラ【Minecraft】,2020-12-08,3859,op2w0wR0GmxDamdhRFFvTGFFZFNXalJQVnpreGFqQXFKd29ZVlVOMmJYQndZMlJaWmpSSVQzWXRkRVpSYUVoSVNrMUJFZ3RvUjFKYU5FOVhPVEZxTUJvVDZxamR1UUVOQ2d0b1IxSmFORTlYT1RGcU1DQUJAAXICCAQ%3D
UCvmppcdYf4HOv-tFQhHHJMA,《にじさんじ所属の女神》モイラ,oVV4yCPkSFE,【Minecraft】予選B組！マイクラ腕試し にじさんじ杯 【モイラ視点】,2020-12-06,14496,op2w0wR0GmxDamdhRFFvTGIxWldOSGxEVUd0VFJrVXFKd29ZVlVOMmJYQndZMlJaWmpSSVQzWXRkRVpSYUVoSVNrMUJFZ3R2VmxZMGVVTlFhMU5HUlJvVDZxamR1UUVOQ2d0dlZsWTBlVU5RYTFOR1JTQUJAAXICCAQ%3D
UCvmppcdYf4HOv-tFQhHHJMA,《にじさんじ所属の女神》モイラ,gNBsuQEeBA0,【練習】とても安全なマイクラ【Minecraft】,2020-12-05,8549,op2w0wR0GmxDamdhRFFvTFowNUNjM1ZSUldWQ1FUQXFKd29ZVlVOMmJYQndZMlJaWmpSSVQzWXRkRVpSYUVoSVNrMUJFZ3RuVGtKemRWRkZaVUpCTUJvVDZxamR1UUVOQ2d0blRrSnpkVkZGWlVKQk1DQUJAAXICCAQ%3D
UCvmppcdYf4HOv-tFQhHHJMA,《にじさんじ所属の女神》モイラ,e1AearaFLbc,【練習】安心できないマイクラ【マインクラフト】,2020-12-05,13035,op2w0wR0GmxDamdhRFFvTFpURkJaV0Z5WVVaTVltTXFKd29ZVlVOMmJYQndZMlJaWmpSSVQzWXRkRVpSYUVoSVNrMUJFZ3RsTVVGbFlYSmhSa3hpWXhvVDZxamR1UUVOQ2d0bE1VRmxZWEpoUmt4aVl5QUJAAXICCAQ%3D
UCvmppcdYf4HOv-tFQhHHJMA,《にじさんじ所属の女神》モイラ,EMKTQSw5Rdg,モイっと！🐶まほすずラジオ🎀#107🐈～今年買ってよかったもの～【にじさんじ/鈴谷アキ・勇気ちひろ・モイラ】,2020-11-29,3677,op2w0wR0GmxDamdhRFFvTFJVMUxWRkZUZHpWU1pHY3FKd29ZVlVOMmJYQndZMlJaWmpSSVQzWXRkRVpSYUVoSVNrMUJFZ3RGVFV0VVVWTjNOVkprWnhvVDZxamR1UUVOQ2d0RlRVdFVVVk4zTlZKa1p5QUJAAXICCAQ%3D
UCvmppcdYf4HOv-tFQhHHJMA,《にじさんじ所属の女神》モイラ,FTYXj5m27VU,終末（週末）の女神が勝負を仕掛けてきた　9,2020-11-28,6459,op2w0wR0GmxDamdhRFFvTFJsUlpXR28xYlRJM1ZsVXFKd29ZVlVOMmJYQndZMlJaWmpSSVQzWXRkRVpSYUVoSVNrMUJFZ3RHVkZsWWFqVnRNamRXVlJvVDZxamR1UUVOQ2d0R1ZGbFlhalZ0TWpkV1ZTQUJAAXICCAQ%3D
UCvmppcdYf4HOv-tFQhHHJMA,《にじさんじ所属の女神》モイラ,Q0yyk3k5rTs,モイっと！🐶まほすずラジオ🎀#105🐈～『この人可愛いな』と思った瞬間～【にじさんじ/鈴谷アキ・勇気ちひろ・モイラ】,2020-11-15,3592,op2w0wR0GmxDamdhRFFvTFVUQjVlV3N6YXpWeVZITXFKd29ZVlVOMmJYQndZMlJaWmpSSVQzWXRkRVpSYUVoSVNrMUJFZ3RSTUhsNWF6TnJOWEpVY3hvVDZxamR1UUVOQ2d0Uk1IbDVhek5yTlhKVWN5QUJAAXICCAQ%3D
UCvmppcdYf4HOv-tFQhHHJMA,《にじさんじ所属の女神》モイラ,Qr-TTj0Z-rw,モイっと！🐶まほすずラジオ🎀#103🐈～つい緊張してやっちまったこと～【にじさんじ/鈴谷アキ・勇気ちひろ・モイラ】,2020-11-08,3779,op2w0wR0GmxDamdhRFFvTFVYSXRWRlJxTUZvdGNuY3FKd29ZVlVOMmJYQndZMlJaWmpSSVQzWXRkRVpSYUVoSVNrMUJFZ3RSY2kxVVZHb3dXaTF5ZHhvVDZxamR1UUVOQ2d0UmNpMVVWR293V2kxeWR5QUJAAXICCAQ%3D
UCvmppcdYf4HOv-tFQhHHJMA,《にじさんじ所属の女神》モイラ,xsqwtdXEUOM,【11月最初】お月見したい女神【20201104】,2020-11-04,3946,op2w0wR0GmxDamdhRFFvTGVITnhkM1JrV0VWVlQwMHFKd29ZVlVOMmJYQndZMlJaWmpSSVQzWXRkRVpSYUVoSVNrMUJFZ3Q0YzNGM2RHUllSVlZQVFJvVDZxamR1UUVOQ2d0NGMzRjNkR1JZUlZWUFRTQUJAAXICCAQ%3D
UCvmppcdYf4HOv-tFQhHHJMA,《にじさんじ所属の女神》モイラ,iVDohfJ3cjw,終末（週末）の女神が勝負を仕掛けてきた　8,2020-10-31,9478,op2w0wR0GmxDamdhRFFvTGFWWkViMmhtU2pOamFuY3FKd29ZVlVOMmJYQndZMlJaWmpSSVQzWXRkRVpSYUVoSVNrMUJFZ3RwVmtSdmFHWktNMk5xZHhvVDZxamR1UUVOQ2d0cFZrUnZhR1pLTTJOcWR5QUJAAXICCAQ%3D
UCvmppcdYf4HOv-tFQhHHJMA,《にじさんじ所属の女神》モイラ,Gv9Ve8JGsqw,女神と旅する大神　おかわり！,2020-10-28,3898,op2w0wR0GmxDamdhRFFvTFIzWTVWbVU0U2tkemNYY3FKd29ZVlVOMmJYQndZMlJaWmpSSVQzWXRkRVpSYUVoSVNrMUJFZ3RIZGpsV1pUaEtSM054ZHhvVDZxamR1UUVOQ2d0SGRqbFdaVGhLUjNOeGR5QUJAAXICCAQ%3D
UCvmppcdYf4HOv-tFQhHHJMA,《にじさんじ所属の女神》モイラ,6Jq0VpXJdVk,ワッフルを食べたい女神,2020-10-26,6104,op2w0wR0GmxDamdhRFFvTE5rcHhNRlp3V0Vwa1Ztc3FKd29ZVlVOMmJYQndZMlJaWmpSSVQzWXRkRVpSYUVoSVNrMUJFZ3MyU25Fd1ZuQllTbVJXYXhvVDZxamR1UUVOQ2dzMlNuRXdWbkJZU21SV2F5QUJAAXICCAQ%3D
UCvmppcdYf4HOv-tFQhHHJMA,《にじさんじ所属の女神》モイラ,fX-lvFt0ih4,いもうとの島移住計画【あつまれどうぶつの森】,2020-10-24,5521,op2w0wR0GmxDamdhRFFvTFpsZ3RiSFpHZERCcGFEUXFKd29ZVlVOMmJYQndZMlJaWmpSSVQzWXRkRVpSYUVoSVNrMUJFZ3RtV0Mxc2RrWjBNR2xvTkJvVDZxamR1UUVOQ2d0bVdDMXNka1owTUdsb05DQUJAAXICCAQ%3D
