video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
yDC1co26zGU,今夜は無礼講！！年越し雑談！！,2020-12-31,6713,1h 51m 53s,1582,215,0.23566214807090718,160,3,4,16,19,9,4
TX00jrypi9w,雀魂【】年末と言ったら！！麻雀だよな！４位になったら即終了麻雀,2020-12-31,8173,2h 16m 13s,1268,217,0.1551449895999021,199,3,0,6,5,3,1
hPvoJ3PB29k,雀魂【】今日はいっぱい遊ぶ予定の４位になったら即終了麻雀,2020-12-31,2636,0h 43m 56s,267,76,0.10128983308042488,68,1,0,3,4,0,0
jIXA28ufEyM,渋谷ハジメが大掃除してるだけ【雑談】,2020-12-30,5529,1h 32m 9s,512,125,0.09260264062217399,100,2,1,9,9,4,0
t2EgAZFt13I,寝起きで４位になったら即終了じゃんたま　12/30,2020-12-30,2789,0h 46m 29s,442,132,0.15847974184295446,121,2,2,3,3,1,0
aX6N9-9bph8,おい！よっぱらいが何喋るかわかんねぇぞな配信！なんでも言ってこいや,2020-12-30,6609,1h 50m 9s,2945,392,0.4456044787411106,344,4,5,12,18,6,3
47WAnL0NcIs,大会も決まったし４位になったら即終了じゃんたま,2020-12-29,12340,3h 25m 40s,1302,226,0.10551053484602918,203,2,2,7,8,2,2
svELfUCY1y8,【RUST】諸君・・・私は戦争が好きだ、諸君・・・part１【にじさんじ/渋谷ハジメ】,2020-12-28,19229,5h 20m 29s,2757,344,0.14337719070154453,312,2,2,10,12,4,2
dTSya8z1Uk8,【にじさんじ/元１期生】今始まる・・・闇タコ焼きパーティー！！！【クリスマスコラボ】,2020-12-25,7233,2h 0m 33s,12556,2002,1.7359325314530623,1950,3,1,13,27,6,2
oXo0v78dvTQ,【LoLランク】２４日今頃世のカップルは・・・そんな事よりLoLやろうぜ！【にじさんじ/渋谷ハジメ】,2020-12-24,23998,6h 39m 58s,1049,153,0.043711975997999836,130,4,2,8,6,2,1
C_S-7YHdI90,【LoLランク】好きなアニメ・ゲームキャラを語る昼過ぎのひと時【にじさんじ/渋谷ハジメ】,2020-12-22,18661,5h 11m 1s,1510,180,0.08091742136005572,155,5,2,7,8,3,0
